,date,likes,dislikes,followers,price
584,2021-08-07,516,302,3197,188.4062725915379
585,2021-08-08,670,51,9906,29.13670195658846
586,2021-08-09,817,4,6166,51.54587909517643
587,2021-08-10,775,372,379,139.01353407080154
588,2021-08-11,671,223,943,7.277509122798964
589,2021-08-12,550,250,6652,127.73583481036374
590,2021-08-13,898,199,1971,78.23662887938312
591,2021-08-14,136,117,9362,76.0583723270125
592,2021-08-15,458,86,7206,184.27679282537312
593,2021-08-16,681,399,2706,190.65644044189509
594,2021-08-17,171,312,6932,75.67382601183732
595,2021-08-18,130,1,2002,4.755194045781619
596,2021-08-19,568,219,666,99.8063932005451
597,2021-08-20,43,40,4650,101.60938212677222
598,2021-08-21,797,154,2790,193.41205073693172
599,2021-08-22,91,124,4988,4.623049302464999
600,2021-08-23,178,318,5240,156.41949820631515
601,2021-08-24,109,274,8272,34.06039928761339
602,2021-08-25,243,340,7195,122.1826987258604
603,2021-08-26,45,229,4909,36.29934274936135
604,2021-08-27,3,311,4939,173.15565762899243
605,2021-08-28,908,330,5512,100.75388217720062
606,2021-08-29,968,68,4731,80.47456378104239
607,2021-08-30,879,331,4143,30.127891492504343
608,2021-08-31,685,156,3660,70.61647043798556
609,2021-09-01,313,389,3932,67.51152811066197
610,2021-09-02,494,13,6782,141.75352991423196
611,2021-09-03,546,224,2174,10.624330844225538
612,2021-09-04,176,392,7814,66.1174674017374
613,2021-09-05,455,34,9878,70.11885809158893
614,2021-09-06,598,163,4811,73.68879573762224
615,2021-09-07,441,334,7483,197.84086262265893
616,2021-09-08,615,22,2506,108.38673089736454
617,2021-09-09,3,364,531,199.59750146304174
618,2021-09-10,292,139,6617,77.92770161737958
619,2021-09-11,235,181,710,9.163926513591303
620,2021-09-12,6,218,8901,102.67881342206661
621,2021-09-13,233,273,2536,174.80132567848108
622,2021-09-14,573,7,7612,97.40897326529519
623,2021-09-15,556,327,7903,47.67876063604382
624,2021-09-16,200,39,7537,117.40258371033964
625,2021-09-17,240,101,4881,11.433466361968204
626,2021-09-18,429,355,6725,146.82591497744335
627,2021-09-19,620,172,2640,74.94118068480071
628,2021-09-20,891,314,4807,13.132049001961299
629,2021-09-21,20,171,7246,70.12016744325305
630,2021-09-22,171,245,1273,105.23437226148597
631,2021-09-23,627,154,8362,175.17010901030318
632,2021-09-24,0,258,2008,69.75051858070191
633,2021-09-25,267,62,7483,78.73756338474116
634,2021-09-26,353,247,1336,14.297713468923057
635,2021-09-27,216,16,1699,109.08499373392348
636,2021-09-28,991,113,5700,132.82866799650367
637,2021-09-29,459,182,1423,69.65874620838291
638,2021-09-30,774,59,3795,9.22528080603502
639,2021-10-01,60,390,7713,100.79795341477498
640,2021-10-02,914,162,3131,138.181926987021
641,2021-10-03,11,265,7282,17.716259701433025
642,2021-10-04,599,30,5470,163.22441993350003
643,2021-10-05,991,171,2934,155.09658373339127
644,2021-10-06,506,344,6223,87.61088835740618
645,2021-10-07,711,68,5398,104.81408463764804
646,2021-10-08,202,104,959,93.80289598855542
647,2021-10-09,535,181,1178,2.039795825038815
648,2021-10-10,742,316,2570,9.398907978587623
649,2021-10-11,700,215,8495,127.64495988505828
650,2021-10-12,290,55,4057,41.55599523402969
651,2021-10-13,675,85,3895,6.653985312811561
652,2021-10-14,970,150,8834,112.29024425936151
653,2021-10-15,175,371,8180,56.798853857395024
654,2021-10-16,935,240,6282,134.7160238381573
655,2021-10-17,876,101,3929,178.33338427340874
656,2021-10-18,866,69,7839,194.49224101525886
657,2021-10-19,486,167,2412,161.26092471980604
658,2021-10-20,851,159,743,111.23177352041505
659,2021-10-21,893,6,715,87.68630739154315
660,2021-10-22,199,129,7894,10.375383824789974
661,2021-10-23,820,180,2606,163.32760656051622
662,2021-10-24,485,248,1789,85.17807371580103
663,2021-10-25,332,22,1034,164.35842002407153
664,2021-10-26,220,348,7649,83.43051682342487
665,2021-10-27,647,189,2810,69.96924518196977
666,2021-10-28,149,371,1022,17.760780144927523
667,2021-10-29,705,342,9285,41.78779740815426
668,2021-10-30,309,173,6344,55.949357860303664
669,2021-10-31,150,316,7397,128.82850957987523
670,2021-11-01,627,204,4899,192.69288533786184
671,2021-11-02,898,160,7237,64.89431898706917
672,2021-11-03,305,62,416,25.132553205901264
673,2021-11-04,435,376,5922,154.63867946021733
674,2021-11-05,189,183,7199,108.5612647465241
675,2021-11-06,755,312,4698,60.496245027135
676,2021-11-07,558,128,5093,56.843727876135965
677,2021-11-08,177,221,5241,127.03901954023571
678,2021-11-09,925,88,2624,170.8966340484786
679,2021-11-10,272,188,9809,122.4234163931677
680,2021-11-11,646,388,8643,41.953075952946705
681,2021-11-12,42,146,2583,160.1276017637901
682,2021-11-13,922,67,7226,134.53793719336701
683,2021-11-14,501,153,9522,93.74501538656719
684,2021-11-15,236,173,2374,152.44296656874013
685,2021-11-16,330,129,9323,3.350854621030286
686,2021-11-17,194,3,3154,40.456928432116854
687,2021-11-18,318,298,3048,103.89407143257799
688,2021-11-19,525,397,1486,86.78269087530197
689,2021-11-20,549,175,7961,13.051226405027139
690,2021-11-21,617,321,498,161.81798827009538
691,2021-11-22,180,318,261,54.82647989948186
692,2021-11-23,483,393,9237,170.2038862116497
693,2021-11-24,422,3,1750,82.32610724270376
694,2021-11-25,9,398,6744,139.43551714449856
695,2021-11-26,128,146,624,175.38251498119834
696,2021-11-27,927,274,8148,17.105291526630808
697,2021-11-28,122,73,4437,162.65080441449967
698,2021-11-29,393,279,1255,146.016357879761
699,2021-11-30,461,377,8204,175.9020236832871
700,2021-12-01,575,144,5763,90.78658122297978
701,2021-12-02,939,19,9389,119.2866184668727
702,2021-12-03,714,341,9507,123.12946182899344
703,2021-12-04,28,183,1232,59.15350122257512
704,2021-12-05,929,39,418,34.1504695096847
705,2021-12-06,8,354,5757,199.837129715107
706,2021-12-07,186,85,1071,13.830011455522605
707,2021-12-08,419,355,2002,31.9964002679747
708,2021-12-09,176,136,4323,49.913149365417354
709,2021-12-10,344,63,1442,138.68347736153152
710,2021-12-11,109,193,7709,107.50850413739255
711,2021-12-12,816,130,5506,165.30469009251962
712,2021-12-13,504,3,4692,50.854074227224366
713,2021-12-14,779,105,9779,26.50945402322391
714,2021-12-15,372,254,5944,36.26181556430104
715,2021-12-16,454,306,9999,89.88669710400484
716,2021-12-17,275,188,9888,31.650205377854345
717,2021-12-18,585,91,2614,17.3888482253713
718,2021-12-19,489,276,1086,49.174472302054426
719,2021-12-20,896,0,1030,185.09212790237277
720,2021-12-21,57,147,2643,79.62661981654726
721,2021-12-22,761,22,6772,55.9267876488674
722,2021-12-23,862,185,3606,196.33537082932745
723,2021-12-24,673,166,5364,158.35210532312848
724,2021-12-25,35,293,7239,48.08444073312743
725,2021-12-26,962,236,6234,32.79197288508136
726,2021-12-27,165,163,6999,40.46485094780286
727,2021-12-28,761,362,6319,24.04681232583261
728,2021-12-29,565,363,5494,155.0767540984116
729,2021-12-30,543,120,2979,182.8429827493069
730,2021-12-31,670,261,7022,59.3505650889685
